team,name,position,age,games,games_started,minutes_played,field_goals,field_goal_attempts,field_goal_percentage,three_pointers,three_point_attempts,three_point_percentage,two_pointers,two_point_attempts,two_point_percentage,effective_field_goal_percentage,free_throws_made,free_throws_attempted,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls,points,college,salary
Minnesota Timberwolves,Josh Minott,SF,20,15,0,6.4,1.2,2.4,0.5,0.1,0.4,0.333,1.1,2,0.533,0.528,0.5,0.5,1,0.3,1.3,1.7,0.3,0.3,0.4,0.2,0.7,3.1,Memphis,1017781
Minnesota Timberwolves,Wendell Moore Jr.,SG,21,29,2,5.3,0.6,1.5,0.419,0.1,0.6,0.118,0.6,0.9,0.615,0.442,0.1,0.2,0.8,0.1,0.5,0.6,0.6,0.3,0.2,0.3,0.4,1.4,Duke,2306520
New Orleans Pelicans,CJ McCollum,SG,31,75,75,35.3,7.8,17.9,0.437,2.8,7.2,0.389,5,10.7,0.469,0.515,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2,20.9,Lehigh,33333333
New Orleans Pelicans,Brandon Ingram,SF,25,45,45,34.2,9,18.6,0.484,1.4,3.6,0.39,7.6,14.9,0.507,0.522,5.3,6,0.882,0.5,5,5.5,5.8,0.7,0.4,3.3,2.6,24.7,Duke,31650600
New Orleans Pelicans,Zion Williamson,PF,22,29,29,33,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.714,2,5,7,4.6,1.1,0.6,3.4,2.2,26,Duke,13534817
New Orleans Pelicans,Trey Murphy III,SF,22,79,65,31,4.9,10.1,0.484,2.6,6.3,0.406,2.3,3.8,0.611,0.61,2.2,2.4,0.905,0.7,2.8,3.6,1.4,1.1,0.5,0.8,2,14.5,Virginia,3206520
New Orleans Pelicans,Herbert Jones,PF,24,66,66,29.6,3.6,7.6,0.469,0.8,2.5,0.335,2.7,5.1,0.536,0.525,1.9,2.4,0.764,1.5,2.6,4.1,2.5,1.6,0.6,1.3,3.2,9.8,Alabama,1785000
New Orleans Pelicans,Jonas Valančiūnas,C,30,79,79,24.9,5.6,10.3,0.547,0.5,1.4,0.349,5.2,8.9,0.577,0.57,2.3,2.8,0.826,2.8,7.3,10.2,1.8,0.3,0.7,2,3.1,14.1,No College/Unknown,14700000
New Orleans Pelicans,Naji Marshall,SF,25,77,21,23.3,3.2,7.4,0.433,0.9,2.8,0.303,2.4,4.6,0.513,0.49,1.8,2.3,0.789,0.6,3,3.6,2.5,0.7,0.2,1.3,1.5,9.1,Xavier,1782621
New Orleans Pelicans,Josh Richardson,SG,29,23,4,23.2,2.7,6.4,0.419,1.4,3.7,0.384,1.3,2.7,0.468,0.53,0.7,0.9,0.762,0.5,2,2.4,1.6,1.3,0.4,1,2,7.5,Tennessee,12196094
New Orleans Pelicans,Jose Alvarado,PG,24,61,10,21.5,3.3,8,0.411,1.4,4,0.336,1.9,4,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3,1.1,0.2,1.3,2,9,Georgia Tech,1563518
New Orleans Pelicans,Larry Nance Jr.,C,30,65,1,21.2,2.9,4.7,0.61,0.2,0.6,0.333,2.6,4,0.654,0.633,0.8,1.2,0.696,1.6,3.8,5.4,1.8,0.9,0.6,0.6,2,6.8,Wyoming,9672727
New Orleans Pelicans,Dyson Daniels,PG,19,59,11,17.7,1.5,3.5,0.418,0.5,1.5,0.314,1,2.1,0.492,0.483,0.4,0.7,0.65,0.6,2.6,3.2,2.3,0.7,0.2,1,1.7,3.8,No College/Unknown,5508600
New Orleans Pelicans,Devonte' Graham,PG,27,53,0,15.3,1.6,4.4,0.368,1.2,3.6,0.347,0.4,0.8,0.463,0.511,0.8,1.1,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3,Kansas,11550000
New Orleans Pelicans,Jaxson Hayes,C,22,47,2,13,1.8,3.3,0.551,0.1,0.6,0.103,1.8,2.7,0.654,0.561,1.2,1.8,0.699,0.8,2,2.8,0.7,0.4,0.4,0.7,1.4,5,Texas,6803012
New Orleans Pelicans,Willy Hernangómez,C,28,38,2,12.1,2.3,4.4,0.527,0.1,0.3,0.273,2.3,4.2,0.544,0.536,2.1,2.7,0.779,1.5,3.2,4.7,0.9,0.4,0.3,1,1.7,6.9,No College/Unknown,2443581
New Orleans Pelicans,Kira Lewis Jr.,PG,21,25,0,9.4,1.6,3.5,0.455,0.6,1.4,0.441,1,2.2,0.463,0.54,0.8,0.9,0.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1,4.6,Alabama,4004280
New Orleans Pelicans,Garrett Temple,SG,36,25,0,6.5,0.7,1.8,0.4,0.4,1,0.423,0.3,0.8,0.368,0.522,0.1,0.2,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2,LSU,5155500
New York Knicks,Julius Randle,PF,28,77,77,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10,4.1,0.6,0.3,2.8,3,25.1,Kentucky,23760000
New York Knicks,Jalen Brunson,PG,26,68,68,35,8.6,17.6,0.491,2,4.7,0.416,6.7,12.8,0.519,0.547,4.8,5.8,0.829,0.6,3,3.5,6.2,0.9,0.2,2.1,2.2,24,Villanova,27733332
New York Knicks,RJ Barrett,SG,22,73,73,33.9,7,16.1,0.434,1.7,5.3,0.31,5.3,10.8,0.495,0.485,4,5.4,0.74,0.8,4.2,5,2.8,0.4,0.2,2.2,2.5,19.6,Duke,10900635
New York Knicks,Josh Hart,SF,27,25,1,30,3.7,6.3,0.586,1.1,2.1,0.519,2.6,4.2,0.619,0.672,1.8,2.3,0.789,1.9,5.2,7,3.6,1.4,0.5,1.5,2.5,10.2,Villanova,12960000
New York Knicks,Quentin Grimes,SG,22,71,66,29.9,4,8.5,0.468,2.2,5.7,0.386,1.8,2.7,0.641,0.599,1.1,1.4,0.796,0.7,2.5,3.2,2.1,0.7,0.4,1,2.5,11.3,Houston,2277000
New York Knicks,Immanuel Quickley,SG,23,81,21,28.9,5.2,11.6,0.448,2.1,5.6,0.37,3.1,6,0.521,0.537,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1,0.2,1.2,2,14.9,Kentucky,2316240
New York Knicks,Mitchell Robinson,C,24,59,58,27,3.2,4.7,0.671,0,0,NA,3.2,4.7,0.671,0.671,1,2.1,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,2.7,7.4,Western Kentucky,17045454
New York Knicks,Cam Reddish,SF,23,20,8,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4,0.55,0.511,1.5,1.7,0.879,0.4,1.2,1.6,1,0.8,0.4,0.8,1.6,8.4,Duke,5954454
New York Knicks,Isaiah Hartenstein,C,24,82,8,19.8,2.1,4,0.535,0.1,0.5,0.216,2,3.5,0.576,0.547,0.6,0.9,0.676,2.5,4,6.5,1.2,0.6,0.8,0.8,2.6,5,No College/Unknown,7804879
New York Knicks,Evan Fournier,SG,30,27,7,17,2.1,6.1,0.337,1.3,4.2,0.307,0.8,1.9,0.404,0.443,0.7,0.8,0.857,0.1,1.7,1.8,1.3,0.6,0.1,0.8,1.7,6.1,No College/Unknown,18000000
New York Knicks,Obi Toppin,PF,24,67,5,15.7,2.8,6.3,0.446,1.3,3.7,0.344,1.5,2.6,0.593,0.548,0.6,0.7,0.809,0.4,2.4,2.8,1,0.3,0.2,0.6,1,7.4,Dayton,5348280
New York Knicks,Jericho Sims,C,24,52,16,15.6,1.6,2.1,0.776,0,0,0,1.6,2,0.783,0.776,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4,Texas,1639842
New York Knicks,Derrick Rose,PG,34,27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.443,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,Memphis,14520730
New York Knicks,Miles McBride,PG,22,64,2,11.9,1.2,3.4,0.358,0.6,2.1,0.299,0.6,1.3,0.457,0.451,0.4,0.7,0.667,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.5,West Virginia,1563518
Oklahoma City Thunder,Shai Gilgeous-Alexander,PG,24,68,68,35.5,10.4,20.3,0.51,0.9,2.5,0.345,9.5,17.8,0.533,0.531,9.8,10.9,0.905,0.9,4,4.8,5.5,1.6,1,2.8,2.8,31.4,Kentucky,30913750
Oklahoma City Thunder,Josh Giddey,PF,20,76,76,31.1,7.1,14.7,0.482,1,3.1,0.325,6.1,11.6,0.524,0.516,1.4,1.9,0.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,1.9,16.6,No College/Unknown,6287400
Oklahoma City Thunder,Luguentz Dort,SF,23,74,73,30.7,4.6,11.8,0.388,1.8,5.5,0.33,2.8,6.3,0.44,0.466,2.7,3.5,0.772,1.7,2.9,4.6,2.1,1,0.3,1.2,3.3,13.7,Arizona State,15277778
Oklahoma City Thunder,Jalen Williams,SG,21,75,62,30.3,5.5,10.6,0.521,1,2.7,0.356,4.5,7.9,0.579,0.567,2.1,2.5,0.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1,Santa Clara,4341480
Oklahoma City Thunder,Kenrich Williams,PF,28,53,10,22.8,3.4,6.5,0.517,0.9,2.5,0.373,2.4,4,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2,0.8,0.3,0.6,2.1,8,TCU,2000000
Oklahoma City Thunder,Aleksej Pokusevski,PF,21,34,25,20.6,3.2,7.3,0.434,1.1,3.1,0.365,2.1,4.3,0.483,0.51,0.6,1,0.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1,No College/Unknown,3261480
Oklahoma City Thunder,Isaiah Joe,SG,23,73,10,19.1,3.1,7,0.441,2.2,5.4,0.409,0.9,1.6,0.553,0.599,1.1,1.4,0.82,0.4,2,2.4,1.2,0.7,0.1,0.5,1.4,9.5,Arkansas,1836090
Oklahoma City Thunder,Jeremiah Robinson-Earl,PF,22,43,20,18.9,2.6,5.8,0.444,0.9,2.6,0.333,1.7,3.2,0.533,0.518,0.8,1,0.833,1.7,2.5,4.2,1,0.6,0.3,0.4,1.7,6.8,Villanova,2000000
Oklahoma City Thunder,Jaylin Williams,C,20,49,36,18.7,2.1,4.8,0.436,0.9,2.3,0.407,1.1,2.5,0.463,0.534,0.8,1.1,0.704,0.9,4,4.9,1.6,0.6,0.2,0.8,2.3,5.9,Arkansas,2000000
Oklahoma City Thunder,Aaron Wiggins,SG,24,70,14,18.5,2.7,5.2,0.512,0.7,1.7,0.393,2,3.4,0.573,0.579,0.8,1,0.831,1,2,3,1.1,0.6,0.2,0.8,1.6,6.8,Maryland,1563518
Oklahoma City Thunder,Tre Mann,PG,21,67,5,17.7,2.9,7.5,0.393,1.2,3.8,0.315,1.7,3.6,0.475,0.474,0.6,0.8,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7,Florida,3046200
Oklahoma City Thunder,Darius Bazley,C,22,36,1,15.4,2,4.4,0.449,0.5,1.3,0.4,1.5,3.1,0.469,0.506,1,1.8,0.554,0.8,2.6,3.4,0.9,0.5,0.8,0.6,1,5.4,No College/Unknown,4264629
Oklahoma City Thunder,Ousmane Dieng,PF,19,39,1,14.6,1.9,4.6,0.42,0.7,2.5,0.265,1.3,2.1,0.602,0.492,0.4,0.6,0.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,1.1,4.9,No College/Unknown,4569840
Oklahoma City Thunder,Mike Muscala,C,31,43,5,14.5,2.1,4.7,0.438,1.3,3.3,0.394,0.8,1.4,0.541,0.576,0.7,0.9,0.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,1.6,6.2,Bucknell,3500000
Oklahoma City Thunder,Dario Šarić,C,28,20,0,13.7,2.6,5,0.515,0.9,2.3,0.391,1.7,2.7,0.623,0.606,1.4,1.6,0.844,0.7,2.6,3.3,0.9,0.4,0.1,1,1.5,7.4,No College/Unknown,9240000
Oklahoma City Thunder,Lindy Waters III,SG,25,41,0,13,1.7,4.3,0.393,1.4,4,0.358,0.3,0.4,0.75,0.556,0.4,0.5,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1,5.2,Oklahoma State,1927896
Oklahoma City Thunder,Olivier Sarr,NA,23,9,1,12.7,1.7,3.3,0.5,0.1,0.9,0.125,1.6,2.4,0.636,0.517,0.6,0.8,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4,No College/Unknown,NA
Oklahoma City Thunder,Eugene Omoruyi,SF,25,23,2,11.8,1.9,4.1,0.468,0.3,1.3,0.258,1.6,2.7,0.571,0.511,0.7,1.2,0.607,1,1.3,2.3,0.5,0.6,0,0.7,2,4.9,Oregon,555402
Orlando Magic,Paolo Banchero,PF,20,72,72,33.8,6.7,15.6,0.427,1.2,4,0.298,5.5,11.6,0.471,0.465,5.5,7.4,0.738,1.2,5.7,6.9,3.7,0.8,0.5,2.8,2.2,20,Duke,11055120
Orlando Magic,Franz Wagner,SF,21,80,80,32.6,6.8,14,0.485,1.6,4.5,0.361,5.2,9.5,0.544,0.543,3.4,4,0.842,0.9,3.2,4.1,3.5,1,0.2,2.1,2.3,18.6,Michigan,5258280
Orlando Magic,Wendell Carter Jr.,C,23,57,54,29.6,5.6,10.8,0.525,1.4,3.9,0.356,4.2,6.8,0.624,0.591,2.5,3.4,0.738,2.1,6.6,8.7,2.3,0.5,0.6,1.9,2.8,15.2,Duke,14150000
Orlando Magic,Markelle Fultz,PG,24,60,60,29.6,5.8,11.3,0.514,0.5,1.5,0.31,5.4,9.9,0.544,0.534,1.9,2.4,0.783,1.2,2.8,3.9,5.7,1.5,0.4,2.3,2.2,14,Washington,16500000
Orlando Magic,Cole Anthony,PG,22,60,4,25.9,4.6,10.2,0.454,1.3,3.4,0.364,3.4,6.7,0.5,0.516,2.5,2.8,0.894,0.8,4,4.8,3.9,0.6,0.5,1.5,2.6,13,UNC,3613680
Orlando Magic,Gary Harris,SG,28,48,42,24.7,2.9,6.4,0.45,2,4.5,0.431,0.9,1.9,0.494,0.603,0.6,0.6,0.9,0.4,1.6,2,1.2,0.9,0.3,0.6,1.9,8.3,Michigan State,13000000
Orlando Magic,Jalen Suggs,SG,21,53,19,23.5,3.5,8.4,0.419,1.2,3.8,0.327,2.3,4.6,0.496,0.493,1.6,2.2,0.723,1,2,3,2.9,1.3,0.5,1.8,2.3,9.9,Gonzaga,6922320
Orlando Magic,Terrence Ross,SG,31,42,9,22.5,3.1,7.1,0.431,1.5,3.8,0.381,1.6,3.3,0.489,0.533,0.4,0.5,0.75,0.2,1.8,2,1.3,0.6,0.2,0.9,1.3,8,Washington,12080373
Orlando Magic,Bol Bol,PF,23,70,33,21.5,3.7,6.8,0.546,0.4,1.6,0.265,3.3,5.2,0.633,0.577,1.2,1.5,0.759,1,4.8,5.8,1,0.4,1.2,1.6,1.3,9.1,Oregon,2200000
Orlando Magic,Moritz Wagner,C,25,57,18,19.5,3.5,6.9,0.5,0.9,2.9,0.313,2.6,4.1,0.631,0.564,2.7,3.2,0.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.4,10.5,Michigan,1878720
Orlando Magic,Chuma Okeke,SF,24,27,8,19.2,1.6,4.5,0.352,1,3.2,0.302,0.6,1.3,0.472,0.459,0.6,0.8,0.762,1,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,Auburn,3433320
Orlando Magic,Mo Bamba,C,24,40,6,17,2.7,5.4,0.495,1.1,2.7,0.398,1.6,2.7,0.594,0.596,0.9,1.3,0.686,1.2,3.4,4.6,1.1,0.3,1,0.6,2.2,7.3,Texas,10300000
Orlando Magic,Caleb Houstan,SF,20,51,4,15.9,1.3,3.6,0.363,0.9,2.7,0.338,0.4,0.9,0.435,0.489,0.3,0.4,0.833,0.7,1.3,1.9,0.6,0.2,0.1,0.4,1.2,3.8,Michigan,2000000
Orlando Magic,Goga Bitadze,C,23,17,1,15,2.5,4.3,0.575,0.1,0.7,0.167,2.4,3.6,0.656,0.589,0.7,1.1,0.667,2.1,3.1,5.2,1.2,0.4,0.9,0.6,1.8,5.8,No College/Unknown,5377520
Orlando Magic,R.J. Hampton,PG,21,26,0,13.9,1.9,4.4,0.439,0.7,2,0.34,1.2,2.3,0.525,0.518,1.2,1.4,0.838,0.3,1.2,1.5,1.3,0.6,0.2,0.8,0.8,5.7,No College/Unknown,2898243
Orlando Magic,Kevon Harris,NA,25,34,0,13.4,1.4,3.1,0.439,0.5,1.3,0.372,0.9,1.9,0.484,0.514,0.9,1.2,0.756,0.8,1.2,2.1,0.5,0.5,0.1,0.6,1.6,4.1,No College/Unknown,NA
Orlando Magic,Admiral Schofield,PF,25,37,0,12.2,1.5,3.3,0.451,0.6,2,0.324,0.8,1.3,0.646,0.549,0.6,0.6,0.913,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.6,4.2,Tennessee,506508
Orlando Magic,Jonathan Isaac,PF,25,11,0,11.3,2,4.8,0.415,0.5,1.4,0.4,1.5,3.5,0.421,0.472,0.5,0.8,0.556,1.4,2.6,4,0.5,1.3,0.4,0.4,0.5,5,Florida State,17400000
Philadelphia 76ers,James Harden,PG,33,58,58,36.8,6.4,14.5,0.441,2.8,7.2,0.385,3.6,7.3,0.495,0.536,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21,Arizona State,33000000
Philadelphia 76ers,Joel Embiid,C,28,66,66,34.6,11,20.1,0.548,1,3,0.33,10,17.1,0.587,0.573,10,11.7,0.857,1.7,8.4,10.2,4.2,1,1.7,3.4,3.1,33.1,Kansas,33616770
Philadelphia 76ers,Tyrese Maxey,SG,22,60,41,33.6,7.3,15.2,0.481,2.7,6.2,0.434,4.7,9.1,0.513,0.568,3,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,Kentucky,2726880
Philadelphia 76ers,Tobias Harris,SF,30,74,74,32.9,5.7,11.4,0.501,1.7,4.4,0.389,4,7,0.57,0.575,1.5,1.7,0.876,0.9,4.8,5.7,2.5,0.9,0.5,1.2,2,14.7,Tennessee,37633050
Philadelphia 76ers,De'Anthony Melton,SG,24,77,58,27.9,3.6,8.5,0.425,2,5.2,0.39,1.6,3.2,0.484,0.546,0.9,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1,USC,8250000
Philadelphia 76ers,P.J. Tucker,PF,37,75,75,25.6,1.3,3,0.427,0.7,1.9,0.393,0.5,1.1,0.482,0.549,0.3,0.3,0.826,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5,Texas,10490000
Philadelphia 76ers,Shake Milton,SG,26,76,11,20.6,3.2,6.6,0.479,0.7,1.9,0.378,2.4,4.7,0.521,0.535,1.3,1.5,0.853,0.5,2,2.5,3.2,0.3,0.2,1.2,1.6,8.4,SMU,1997718
Philadelphia 76ers,Georges Niang,PF,29,78,1,19.4,2.8,6.4,0.442,2,4.9,0.401,0.9,1.5,0.576,0.596,0.5,0.6,0.867,0.2,2.1,2.4,1,0.4,0.2,0.7,1.9,8.2,Iowa State,3465000
Philadelphia 76ers,Jalen McDaniels,SF,25,24,3,17.5,2.5,5.1,0.488,0.5,1.3,0.4,2,3.9,0.516,0.537,1.2,1.4,0.824,0.8,2.4,3.2,0.8,0.7,0.2,0.5,2.1,6.7,San Diego State,1930681
Philadelphia 76ers,Danuel House Jr.,SF,29,56,5,14.4,1.7,3.5,0.472,0.7,2,0.336,1,1.6,0.644,0.566,0.8,1.1,0.75,0.2,1.5,1.7,0.8,0.3,0.2,0.5,1.2,4.8,Texas A&M,4105000
Philadelphia 76ers,Matisse Thybulle,SG,25,49,6,12.1,1,2.4,0.431,0.4,1.3,0.333,0.6,1.1,0.547,0.522,0.2,0.2,0.75,0.4,0.9,1.3,0.5,0.9,0.3,0.2,1.3,2.7,Washington,4379527
Philadelphia 76ers,Montrezl Harrell,C,29,57,7,11.9,2.2,3.7,0.598,0,0.1,0,2.2,3.6,0.616,0.598,1.2,1.8,0.693,1.2,1.6,2.8,0.6,0.3,0.4,0.6,1.3,5.6,Louisville,2463490
Philadelphia 76ers,Paul Reed,C,23,69,2,10.9,1.8,3,0.593,0,0.1,0.167,1.8,2.9,0.606,0.596,0.6,0.7,0.745,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,4.2,DePaul,1782621
Philadelphia 76ers,Dewayne Dedmon,C,33,8,1,9.5,1.6,2.8,0.591,0.1,0.3,0.5,1.5,2.5,0.6,0.614,0.1,0.6,0.2,0.8,2.4,3.1,1.3,0.3,0.6,0.8,1.8,3.5,USC,8147040
Philadelphia 76ers,Furkan Korkmaz,SG,25,37,0,9.5,1.3,3,0.432,0.5,1.2,0.391,0.8,1.8,0.462,0.514,0.7,1,0.722,0.2,1,1.1,0.6,0.3,0.1,0.6,0.5,3.8,No College/Unknown,5000000
Philadelphia 76ers,Jaden Springer,SG,20,16,2,5.6,1.1,2.2,0.486,0.1,0.3,0.4,0.9,1.9,0.5,0.514,0.4,0.5,0.75,0.4,0.5,0.9,0.5,0.4,0.2,0.2,0.9,2.6,Tennessee,2125200
Phoenix Suns,Mikal Bridges,SG,26,56,56,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9,0.503,0.529,2.8,3.1,0.897,1,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2,Villanova,20100000
Phoenix Suns,Devin Booker,SG,26,53,53,34.6,9.9,20.1,0.494,2.1,6,0.351,7.8,14.2,0.554,0.546,5.8,6.8,0.855,0.9,3.7,4.5,5.5,1,0.3,2.7,3,27.8,Kentucky,33833400
Phoenix Suns,Kevin Durant,PF,34,8,8,33.6,9.1,16,0.57,2.8,5.1,0.537,6.4,10.9,0.586,0.656,5,6,0.833,0.4,6,6.4,3.5,0.3,1.3,2.5,0.9,26,Texas,44119845
Phoenix Suns,Chris Paul,PG,37,59,59,32,5,11.3,0.44,1.7,4.4,0.375,3.3,6.9,0.482,0.513,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9,Wake Forest,28400000
Phoenix Suns,Deandre Ayton,C,24,67,67,30.4,7.8,13.2,0.589,0.1,0.4,0.292,7.7,12.9,0.597,0.592,2.3,3,0.76,2.6,7.4,10,1.7,0.6,0.8,1.8,2.8,18,Arizona,30913750
Phoenix Suns,Cameron Johnson,PF,26,17,16,25.2,4.8,10.2,0.474,2.6,5.8,0.455,2.2,4.4,0.5,0.604,1.6,1.9,0.818,0.8,3,3.8,1.5,0.9,0.4,0.6,1.7,13.9,UNC,5887899
Phoenix Suns,Torrey Craig,PF,32,79,60,24.7,2.9,6.3,0.456,1.3,3.2,0.395,1.6,3.1,0.518,0.556,0.4,0.6,0.711,1.8,3.6,5.4,1.5,0.6,0.8,0.9,2.3,7.4,USC Upstate,5121951
Phoenix Suns,Damion Lee,SG,30,74,5,20.4,2.7,6.1,0.442,1.5,3.3,0.445,1.2,2.8,0.439,0.564,1.3,1.4,0.904,0.5,2.5,3,1.3,0.4,0.1,1.1,1.6,8.2,Louisville,1836090
Phoenix Suns,Cameron Payne,PG,28,48,15,20.2,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.448,0.49,1,1.3,0.766,0.3,2,2.2,4.5,0.7,0.2,1.7,1.8,10.3,Murray State,6000000
Phoenix Suns,Landry Shamet,SG,25,40,9,20.2,2.8,7.5,0.377,1.9,5,0.377,1,2.5,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,Wichita State,9500000
Phoenix Suns,Josh Okogie,SG,24,72,26,18.8,2.3,5.8,0.391,0.9,2.7,0.335,1.3,3,0.442,0.471,1.9,2.7,0.724,1.5,2,3.5,1.5,0.8,0.5,0.9,1.6,7.3,Georgia Tech,1836090
Phoenix Suns,Terrence Ross,SG,31,21,0,18.4,3.4,7.9,0.428,1.6,4.7,0.347,1.8,3.2,0.544,0.53,0.6,0.7,0.857,0.6,2.7,3.3,2,0.5,0.1,0.3,2.1,9,Washington,12080373
Phoenix Suns,Saben Lee,NA,23,23,1,15.8,2,5.1,0.393,0.5,1.3,0.379,1.5,3.8,0.398,0.44,1.8,2.5,0.737,0.6,1.4,2,2.8,0.8,0,0.9,1.3,6.3,No College/Unknown,1752638
Phoenix Suns,Ish Wainright,SF,28,60,2,15.3,1.4,3.8,0.37,1,2.9,0.329,0.5,0.9,0.5,0.496,0.4,0.5,0.839,0.8,1.6,2.3,0.9,0.6,0.4,0.4,2,4.2,Baylor,474851
Phoenix Suns,Dario Šarić,C,28,37,12,14.4,2.1,4.8,0.427,0.7,1.9,0.391,1.3,2.9,0.45,0.503,1,1.2,0.818,1.1,2.8,3.8,1.5,0.4,0.1,1,1.9,5.8,No College/Unknown,9240000
Phoenix Suns,Bismack Biyombo,C,30,61,14,14.3,2,3.4,0.578,0,0,NA,2,3.4,0.578,0.578,0.4,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,No College/Unknown,1836090
Phoenix Suns,Jock Landale,C,27,69,4,14.2,2.6,4.9,0.528,0.3,1.2,0.25,2.3,3.7,0.621,0.559,1.1,1.5,0.752,1.7,2.3,4.1,1,0.2,0.4,0.9,1.8,6.6,Saint Mary's,1563518
Phoenix Suns,Duane Washington Jr.,NA,22,31,3,12.7,3,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.445,0.5,0.8,0.667,0.1,1.1,1.2,2,0.2,0.1,1.1,0.7,7.9,No College/Unknown,NA
Phoenix Suns,T.J. Warren,SF,29,16,0,12.3,1.9,4.4,0.429,0.4,1.2,0.316,1.5,3.2,0.471,0.471,0.1,0.1,0.5,0.8,2.3,3.1,0.7,0.4,0.3,0.2,1.3,4.2,NC State,1836090
Portland Trailblazers,Damian Lillard,PG,32,58,58,36.3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4,4.8,7.3,0.9,0.3,3.3,1.9,32.2,Weber State,42492492
Portland Trailblazers,Jerami Grant,PF,28,63,63,35.7,6.9,14.5,0.475,2.3,5.7,0.401,4.6,8.8,0.523,0.554,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5,Syracuse,20955000
